번호,시설명,주소
3281,어울림지역아동센터,"경상남도 창원시 마산합포구 진동면 진북산업로 21, 3층"
3282,재반지역아동센터,"부산광역시 해운대구 재송2로74번길 36, 3~4층 (재송동)"
3283,꿈샘지역아동센터,경상남도 김해시 능동로 63 (삼문동)
3284,누리지역아동센터,"부산광역시 금정구 중앙대로 1600, 3층 (부곡동)"
3285,금곡지역아동센터,경상남도 진주시 금곡면 검암길 31
3286,도밍고 지역아동센터,경기도 의정부시 신촌로 36-7 (가능동)
3287,성광 지역아동센터,서울특별시 성북구 보국문로16길 87 (정릉동)
3288,판교 푸른학교,"경기도 성남시 분당구 동판교로 212, B동 1층 (삼평동, 봇들마을 6단지 주민복지관)"
3289,하은 지역아동센터,경기도 성남시 수정구 수정북로 60 (태평동)
3290,늘감사지역아동센터,전라북도 익산시 부송로8길 8-1 (부송동)
3291,사무엘,광주광역시 동구 필문대로171번길 27-7 (산수동)
3292,엔젤지역아동센터,대구광역시 달성군 화원읍 명천로 188
3293,성베드로의집,경기도 과천시 부림3길 6-14 (부림동)
3294,늘푸른지역아동센터,전라남도 해남군 산이면 새상골길 292-6
3295,성주지역아동센터,경상북도 성주군 성주읍 성주로 3267
3296,제주보육원,제주특별자치도 제주시 도근내길 42 (내도동)
3297,삼일육아원,"충청남도 천안시 서북구 서부대로 349 (쌍용동, 삼일육아원)"
3298,새볕원,대구광역시 북구 영송로 36-6 (태전동)
3299,동그라미지역아동센터,충청남도 금산군 진산면 대둔산로 373
3300,푸른나무지역아동센터,강원도 정선군 정선읍 녹송4길 48-9
3301,동방사회복지회 안양아동상담소,"경기도 안양시 동안구 경수대로883번길 70 (비산동, 1층)"
3302,모슬포지역아동센터,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 47
3303,대천행복한홈스쿨지역아동센터,경상북도 경산시 성암로21길 43 (옥산동)
3304,플러스 그룹홈,"전라북도 전주시 완산구 거마평로 189-47 (효자동1가, 효자성원맨션 1동 101호)"
3305,학장지역아동센터,"부산광역시 사상구 학감대로49번길 49, 28-39호 (학장동, 학장종합사회복지관 3층)"
3306,사천YWCA꿈샘공부방,경상남도 사천시 동금로 12 (동금동)
3307,솔로몬지역아동센터,전라북도 남원시 운봉읍 서하길 14
3308,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동)
3309,대구아동복지센터,대구광역시 남구 대덕로 193 (봉덕동)
3310,성림아동원,대구광역시 수성구 성동로 74-16 (사월동)
3311,진안청소년꿈터 지역아동센터,전라북도 진안군 진안읍 중연길 20-47
3312,동두천아동센터,경기도 동두천시 장고갯로138번길 16-13 (생연동)
3313,해오름지역아동센터,"경기도 안산시 상록구 매화로3길 28, 201호 (이동)"
3314,늘푸른마음지역아동센터,경상북도 포항시 북구 삼호로321번길 22-20 (두호동)
3315,꽃들의둥지지역아동센터,전라북도 정읍시 영원면 갈선2길 5
3316,세종삼육지역아동센터,세종특별자치시  조치원읍 새내14길 32
3317,정박사지역아동센터,"광주광역시 남구 서문대로556번길 6, 상가동 2층 201호 (송하동, 삼익아파트)"
3318,여주 원광지역아동센터,경기도 여주시 강변로 25-1 (하동)
3319,광주좋은이웃 지역아동센터,광주광역시 북구 독립로237번길 6 (누문동)
3320,열린스쿨지역아동센터,"대전광역시 중구 보문산로171번길 16, 101호 (문화동)"
3321,봉담지역아동센터공부방,경기도 화성시 봉담읍 북촌길 12-5
3322,망포새힘,"경기도 수원시 영통구 태장로 77, 2층 (망포동)"
3323,지역아동센터 창대공부방,경상남도 사천시 남일로 109-1 (향촌동)
3324,매탄 지역아동센터,경기도 수원시 영통구 매영로45번길 5 (매탄동)
3325,충남국내입양지정기관,충청남도 홍성군 홍성읍 조양로75번길 17
3326,은광지역아동센터,경기 남양주시 화도읍 묵현로 36-10 1층 은광지역아동센터
3327,황화정지역아동센타,충청남도 논산시 연무읍 득안대로 380-9
3328,신송지역아동센터,충청북도 청주시 상당구 남일면 25
3329,우리,경기도 수원시 장안구 장안로 282 (정자동)
3330,깨복쟁이지역아동센터,전라남도 순천시 가곡3길 11 (가곡동)
3331,꿈이있는 지역아동센터,충청북도 영동군 영동읍 동정로2길 15
3332,반월지역아동센터,경기도 화성시 영통로8번길 10-12 (반월동)
3333,푸른샘지역아동센터,광주광역시 북구 북문대로242번길 3 (동림동)
3334,네잎클로버지역아동센터,충청북도 충주시 남산로 18 (지현동)
3335,엘림지역아동센터,"인천광역시 부평구 경원대로1130번길 27, 3층층 (십정동)"
3336,성읍지역아동센터,제주특별자치도 서귀포시 표선면 표선관정로 105-2
3337,홀리트리 지역아동센터,"부산광역시 사하구 사하로 151-1, 3층 (괴정동)"
3338,이호지역아동센터,"제주특별자치도 제주시 오도길 50 (이호이동, 이호지역아동센터)"
3339,광주아름다운지역아동센터,"광주광역시 북구 우치로241번길 45, 3층 (오치동)"
3340,진우원,경상남도 김해시 진영읍 하계로 338-20
3341,가나안지역아동센터,경기도 평택시 통복시장로47번길 2 (통복동)
3342,고산지역아동센터,전라북도 완주군 고산면 고산천로 401-6
3343,즐거운 집 그룹홈,경기도 안성시 보개면 은행나무길 12-15
3344,임마누엘지역아동센터,강원도 춘천시 공지로317번길 19 (효자동)
3345,팔달희망,경기도 수원시 팔달구 행궁로 51 (남창동)
3346,행복나눔지역아동센터,경상북도 문경시 농암면 청암2길 14
3347,꾸매그린 지역아동센터,강원도 양양군 서면 쌍솔배기길 197-24
3348,상북지역아동센터,울산광역시 울주군 상북면 상북로 304
3349,사북사랑자람터 지역아동센터,강원도 춘천시 사북면 영서로 4763-8
3350,임계지역아동센터,강원도 정선군 임계면 송계6길 33
3351,푸른동산,전라남도 영광군 백수읍 성지로 1159
3352,한우리지역아동센터,"광주광역시 남구 봉선중앙로 111, 상가동 2층 (봉선동, 모아아파트)"
3353,징검다리지역아동센터,울산광역시 남구 수암로189번길 11 (야음동)
3354,꿈사랑지역아동센터,광주광역시 북구 우치로 240-6 (오치동)
3355,초원지역아동센터,"충청남도 아산시 음봉면 음봉로681번길 24, 101동 101,102호 (초원아파트 )"
3356,아화소망지역아동센터,경상북도 경주시 서면 아화3길 41-42
3357,다정지역아동센터,"부산광역시 영도구 도래샘길 80, 1층 (신선동2가)"
3358,사랑샘지역아동센터,"경상남도 김해시 장유로 180, 505호 (부곡동, 투투스빌딩 1관)"
3359,온누리지역아동센터,대구광역시 서구 국채보상로57길 31 (평리동)
3360,본영지역아동센터,대구광역시 달서구 와룡로5길 10 (본동)
3361,현산남부지역아동센터,전라남도 해남군 현산면 시등리길 30-14
3362,성일지역아동센터,충청남도 서천군 장항읍 장항로 85
3363,청예단지역아동센터,"광주광역시 북구 첨단연신로 250, 2층 (신용동, 첨단1휴먼시아 관리동)"
3364,참좋은지역아동센터,"경상남도 거제시 상동1길 52, 1층 (상동동, 참좋은교회)"
3365,나비뜰지역아동센터,전라남도 함평군 함평읍 함장로 1071
3366,작은숲 지역아동센터,전라남도 영광군 대마면 원당길1길 8
3367,늘푸른 아동원,충청북도 청주시 흥덕구 서부로 837-102 (현암동)
3368,아가페,경기도 고양시 일산동구 경의로 309 (마두동)
3369,마리아꿈터,부산광역시 서구 천해남로 7 (암남동)
3370,요엘원,전라북도 고창군 무장면 학천로 221
3371,범서지역아동센터,울산광역시 울주군 범서읍 점촌5길 46
3372,영월지역아동센터,강원도 영월군 영월읍 단종로16번길 61-3
3373,화도평화지역아동센터,"경기도 남양주시 화도읍 먹갓로27번길 24-5, 가동 1층 103호 (경동아트)"
3374,양남지역아동센터,경상북도 경주시 양남면 하서중앙길 39-19
3375,반석지역아동센터,전라북도 익산시 인북로48길 19 (영등동)
3376,동여수 지역아동센터,전라남도 여수시 공화남4길 6 (공화동)
3377,평강의집,"경기도 안산시 상록구 샘골로 147, 503호 (본오동)"
3378,쌍촌지역아동센터,광주광역시 서구 쌍학로 43 (쌍촌동)
3379,대곶지역아동센터,경기도 김포시 대곶면 율생중앙로 33
3380,열린학교지역아동센터,전라북도 군산시 풍문안1길 50 (미원동)
3381,황월지역아동센터,전라남도 순천시 황전면 괴목길 97
3382,와이즈하우스,"충청북도 청주시 흥덕구 서현중로23번길 12, 3층 (가경동)"
3383,무지개지역아동센터,전라북도 익산시 동서로 463-6 (어양동)
3384,별빛지역아동센터,강원도 춘천시 사북면 춘화로 469
3385,참사랑지역아동센터,충청북도 충주시 새말5길 28 (칠금동)
3386,드림하우스,전라남도 영광군 염산면 칠산로3길 44-32
3387,푸른꿈지역아동센터,충청북도 청주시 흥덕구 월명로60번길 66-2 (봉명동)
3388,성산의집,"경기도 안산시 단원구 선삼로6길 11, 301호 (선부동)"
3389,월드비전 지역아동센터,강원도 춘천시 근화길 95 (효자동)
3390,만나지역아동센터,"경기도 시흥시 시청로 76, 2층 (장현동)"
3391,국동지역아동센터,전라남도 여수시 구봉산길 11 (국동)
3392,소년의집,부산광역시 서구 감천로 237 (암남동)
3393,쉐마지역아동센터,인천광역시 연수구 경원대로467번길 26-5 (선학동)
3394,보라매보육원,인천광역시 동구 화도진로 126 (화수동)
3395,새소망지역아동센터,"부산광역시 해운대구 신반송로 151, 302호 (반송동)"
3396,새순지역아동센터,충청북도 음성군 음성읍 약현길 58
3397,물금지역아동센터,경상남도 양산시 물금읍 원동로 46-3
3398,샘솟는지역아동센터,전라북도 익산시 선화로9길 25 (모현동1가)
3399,함사랑지역아동센터,전라남도 목포시 번화로79번길 18 (상락동2가)
3400,신나는공부방,경기도 수원시 권선구 세권로42번길 8 (세류동)
3401,임마누엘지역아동센터,부산광역시 동래구 시실로167번길 13 (명장동)
3402,원광 지역아동센터,경상북도 경주시 안강읍 안강중앙로 51
3403,솔로몬 지역아동센터,"경기도 부천시 부광로 56, 401호 (괴안동)"
3404,은혜로늘푸른지역아동센터,"충청남도 천안시 서북구 성성3길 28, 2층 (성성동, 은혜로교회)"
3405,늘푸른지역아동센터,대전광역시 중구 대종로199번길 33 (호동)
3406,구항지역아동센터,충청남도 홍성군 구항면 구성북로160번길 109
3407,푸른꿈 지역아동센터,경기도 연천군 청산면 학담로89번길 46
3408,옥천지역아동센터,충청북도 옥천군 옥천읍 성암1길 41
3409,열린공부방 지역아동센터,충청남도 서천군 한산면 종단길83번길 2
3410,법동지역아동센터,"대전광역시 대덕구 아리랑로 213, 2층 (법동)"
3411,엄다학교지역아동센터,전라남도 함평군 엄다면 엄다길 56
3412,하성지역아동센터,경기도 김포시 하성면 석평로165번길 9
3413,지역아동센터 셀라신나는집,"경상남도 김해시 금관대로1335번길 6-1, 2층 (내동)"
3414,라임하우스,"충청남도 아산시 온중로 6, 106동 105호 (용화동, 모아미래도아파트)"
3415,디딤돌지역아동센터,"광주광역시 광산구 송도로 348, 2층 (신촌동)"
3416,쉴가,"경기도 고양시 일산서구 성저로 74, 3층 (대화동)"
3417,성산지역아동센터,전라남도 여수시 대통로 54 (화장동)
3418,성동지역아동센터,경상북도 경주시 내남면 이조중앙길 22
3419,성심지역아동센터,부산광역시 연제구 고분로143번길 14 (연산동)
3420,원주청소년의집,강원도 원주시 원문로69번길 23 (학성동)
3421,경주성애원,경상북도 경주시 시래둑길 65 (구정동)
3422,신생원,대구광역시 동구 금강로 105 (신서동)
3423,생명샘지역아동센터,전라북도 군산시 경촌1길 12 (조촌동)
3424,정읍애육원,전라북도 정읍시 태평7길 74-6 (시기동)
3425,물댄동산목동지역아동센터,"서울특별시 양천구 목동로3길 57, 2층 (신정동, 양천아파트 관리사무소동)"
3426,1318 Happy Zone 푸른누리 지역아동센터,전라남도 강진군 강진읍 고성길 17
3427,송광지역아동센터,광주광역시 광산구 우산로 17 (우산동)
3428,마드레나자레나의집,서울특별시 강서구 강서로26길 51-8 (화곡동)
3429,주양교육문화원지역아동센터,경상북도 구미시 형곡로12길 5-3 (형곡동)
3430,배방 지역아동센터,충청남도 아산시 배방읍 배방로229번길 30-10
3431,새하늘지역아동센터,"서울특별시 강서구 화곡로24길 16 (화곡동, 1층)"
3432,영생지역아동센터,충청남도 논산시 시민로308번길 10-9 (취암동)
3433,인의지역아동센터,경상북도 구미시 인동18길 32-28 (진평동)
3434,명륜지역아동센터,부산광역시 동래구 명륜로 210 (명륜동)
